ADM3_FR,mean_population,total_population,mean_light,total_light
Tensobentenga,4.825825952540107,22560.736328125,0.029321641565006683,137.07867431640625
Thion,16.475815089955663,24153.544921875,0.010863613789598743,15.926057815551758
Thiou,11.008083015927978,51660.93359375,0.2123867110507005,996.7308349609375
Thiou,3.6086024023413987,29976.66015625,0.022717361202219327,188.71311950683594
Tiankoura,5.44984773919363,10779.798828125,0.01811177376186884,35.82508850097656
Tibga,7.528879937958977,29731.546875,0.3601094311356514,1422.0721435546875
Tiébélé,4.853863883160758,55314.6328125,0.5863612540858635,6682.1728515625
Tiéfora,9.481013388734995,82143.5,0.6641735806029259,5754.39990234375
Tikaré,7.569228247318404,40222.87890625,0.12571593985595245,668.0545043945312
Tin-Akoff,5.40548739726413,24005.76953125,0.0715453180743885,317.7327575683594
Titabè,10.129941804846938,24818.357421875,0.0062826421309490595,15.392473220825195
Titao,6.19470051981743,79397.4765625,0.33022635799865413,4232.51123046875
To,4.5591105845731565,57303.4609375,0.11498008531966047,1445.1846923828125
Toécé,2.890439288437388,32222.6171875,0.5100180000056064,5685.6806640625
Toèguen,8.00564127195734,19141.48828125,0.02103598772955958,50.29704666137695
Toéni,5.20124543547803,32315.337890625,0.11201577990139124,695.9540405273438
Toma,4.376533790718804,32513.26953125,2.1795626198849103,16191.970703125
Tongomayel,8.705538260212961,85026.9921875,0.8389097815027644,8193.6318359375
Tougan,5.503946097372489,71221.0625,2.5244560229907265,32666.4609375
Tougo,7.229016922124905,37966.796875,-0.03158814836256575,-165.9009552001953
Tougouri,12.092893405004402,96174.78125,-0.006527455455924406,-51.9128532409668
Toussiana,4.065522203947369,20083.6796875,1.8396950910931174,9088.09375
Wolonkoto,4.185184695173581,4942.703125,1.029963145308531,1216.386474609375
Yaba,4.67763496601259,34923.22265625,0.5021792804463568,3749.2705078125
Yaho,5.390162261278716,19474.65625,0.1952878021316254,705.5748291015625
Yako,6.6026399847469115,87656.6484375,2.1142713472619765,28069.06640625
Yalgo,8.540751768867924,45265.984375,5.894929982311321,31243.12890625
Yamba,9.688236976416755,27524.28125,-0.020705024695069133,-58.822975158691406
Yargatenga,5.834470939412684,44802.90234375,1.9695230854847636,15123.9677734375
Yargo,6.147546296296296,20747.96875,0.04588615360966435,154.8657684326172
Yé,4.358044616949249,38298.49609375,0.13249382258655268,1164.355712890625
Yondé,7.852126298330932,32696.25390625,0.005501457181375377,22.90806770324707
Zabré,8.424864376368076,100070.5390625,1.1710512771773447,13909.7470703125
Zam,5.3140315984204936,40035.9140625,0.1943034999149688,1463.882568359375
Zambo,6.307074015353805,23619.9921875,0.4097980249707944,1534.693603515625
Zamo,4.448661897191309,16789.25,0.4350598875529942,1641.916015625
Zawara,8.161757296033537,25309.609375,0.22819995849373187,707.6480712890625
Zecco,3.0124347222642998,6214.65283203125,0.0674327752339395,139.1138153076172
Zéguédéguen,9.411712668082094,26597.5,0.021691574075081967,61.30038833618164
Ziga,6.906156737125099,35000.40234375,-0.011693644354262499,-59.263389587402344
Zimtanga,8.04571855135921,29745.021484375,0.03508042657185091,129.6923370361328
Ziniaré,5.462653382609962,75013.15625,8.048295040780658,110519.1875
Ziou,6.4239072859332,25676.357421875,0.11176089892126126,446.70831298828125
Zitenga,7.4534844970703125,47702.30078125,0.5774322128295899,3695.566162109375
Zoaga,4.725979484219175,10425.5107421875,0.14182314003800006,312.8618469238281
Zogoré,6.696229788557214,20189.1328125,0.02200969993376218,66.35924530029297
Zonsé,4.714432281586951,17052.1015625,0.1350108962181625,488.33441162109375
Zôrgho,5.489969948637937,60257.91015625,3.0042062653744535,32974.16796875
Zoungou,6.638098039341403,32354.08984375,0.05354004782832055,260.9541931152344
